idprod,l_idsandre,l_nom,l_typimpl,fnouvaep,l_positver,enservice,l_xreel,l_yreel,l_entrpose,l_marque,l_modele,l_etat,l_criticit,l_ztn,l_acces,l_observ
,,,,,,,,,,,,,,,,
