idprod,l_idsandre,l_positver,materiau,contcanaep,l_entrpose,l_marque,l_modele,l_etat,l_criticit,sensecoul,l_formcana,l_dim,l_protext,l_protint,l_ztn,l_zgen,zamont,zaval,l_penter,l_pression,l_protcath,l_indperte,l_autpass,l_observ
,,,,,,,,,,,,,,,,,,,,,,,,
