idprod,l_idsandre,l_positver,materiau,l_entrpose,l_marque,l_modele,l_etat,l_criticit,l_formcana,l_dim,l_protext,l_protint,l_ztn,l_zgen,l_penter,l_autpass,l_observ
,,,,,,,,,,,,,,,,,
